Pack	Topic	Problem Name	Problem Link	Question Statement	Time Complexity	Memory Complexity	Expectation	A	B	C	D	Correct	Message Response For A	Message Response For B	Message Response For C	Message Response For D	Hint	C++ Code Link	Python Code Link	Java Code Link	English Video Solution
Coding Interviews	Arrays: Two Pointers	Longest Consecutive Subsequence	https://leetcode.com/problems/longest-consecutive-sequence/description/	Given an unsorted array of integers *nums*, return the *length of the longest consecutive elements sequence*.<br><br>You must write an algorithm that runs in *O(n)* time.	O(n)	O(n)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(n)**	Hash Set and Linear Scan	Dynamic Programming	Sort + Linear Scan	Hash Set + Multiple Scans	A	**Correct!**  I've even seen this done using DFS!<br><br>We use a hash set to store the numbers in the input array, and then iterate over the input array to find the starting element of each consecutive subsequence. For each starting element found, the algorithm scans forward in the input array, counting the length of the current consecutive sequence until it ends. The length of each consecutive sequence is compared to the current maximum and the maximum is updated if necessary.<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(n)**	Hmmm…this approach would be **O(n^2)** in time complexity. **Do better!**	The sorting operation makes this less efficient than other approaches: it's **O(n log(n))** in complexity!	Technically, yes...but **not the most optimal!**<br><br>A linear scan is enough! This approach would be **O(n)**, but has slightly more memory usage than using a *Hash Set + Linear Scan*.<br><br>You could first count the frequency of each number in a hash table, and then use a hash set to find the longest consecutive sequence.<br>However, this would take two passes over the array, which is O(2n)...well, **O(n)** in memory. However, why do this when we have a more efficient approach?	Iterate through each element in the array, and then check how far it can extend in both directions to form a consecutive sequence.<br>For each element, the BF algorithm would check if the previous or next element is present in the array and keep track of the length of the consecutive sequence.<br>The algorithm would return the maximum length of the consecutive sequence found.<br>However, this approach would have a time complexity of **O(n^3)** as it involves nested loops - it is **not suitable** for solving the problem within the required O(n) time complexity.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Longest%20Consecutive%20Sequence.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Longest%20Consecutive%20Sequence.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Longest%20Consecutive%20Sequence.java	https://youtu.be/-F4Fh9NmM68
Coding Interviews	Arrays: Ad-Hoc	Missing Number	https://leetcode.com/problems/missing-number/	Given an array *nums* containing *n* distinct numbers in the range *[0, n]*, return the **only number in the range that is missing from the array**.	O(n)	O(1)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(1)**	Hash Set	Boolean Array Approach	Gauss Formula	Sort-based Approach	C	**Expensive** in terms of memory.<br><br>The hash set stores the elements of the vector. We can then iterate over the sequence of numbers from 0 to n and check if each number is present in it: finally, we can return the first number that is not found.<br><br>Time Complexity: O(n), where n is the size of the vector.<br>Space Complexity: O(n), as it stores the elements in a hash set.	**Poor** space complexity.<br><br>We create a boolean array of size n+1 and initialize each entry to false. Then, we iterate over the vector, and for each number, set the corresponding boolean element to true. Finally, we iterate over the boolean array and return the index of the first false element.<br><br>Time Complexity: O(n), where n is the size of the vector.<br>Space Complexity: O(n), as it creates a boolean array of size n+1.	**Correct!**<br><br>The **Gauss formula** is used to find the sum of a sequence of numbers - in this case, the sum of numbers from 0 to n. The sum formula is expressed as n*(n+1)/2.<br><br>The solution calculates both the expected sum using the Gauss Sum Formula, AND the actual sum of elements present in the vector. If the expected sum is equal to the actual sum, then no number is missing, and the function returns the size of the vector. Otherwise, it returns the missing number by subtracting the actual sum from the expected sum.<br><br>Time Complexity: **O(n)**, where n is the size of the input vector.<br>Memory Complexity: **O(1)**, as it uses constant space to store the expected sum, actual sum, and size of the vector.	**Not optimal here.**<br><br>This approach has a time complexity of **O(n log(n))**, where n is the size of the vector, due to the sorting process. The algorithm sorts the vector first and then iterates over it to find the missing number. This solution is suboptimal, as it takes longer to execute than the Gauss Formula solution.	Iterate over the vector and check if each number from 0 to n is present in the vector, then return the first number that is not found.<br><br>This approach has a time complexity of O(n^2), where n is the size of the vector.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Missing%20Number.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Missing%20Number.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Missing%20Number.java	https://youtu.be/GrB9SpiHuKI
Coding Interviews	Arrays: Ad-Hoc	Trapping Rain Water	https://leetcode.com/problems/trapping-rain-water/	Given *n* non-negative integers representing an elevation map where the width of each bar is *1*, compute how much water it can trap after raining.	O(n)	O(1)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(1)**	Two Pointers	Greedy Approach	Stack	Dynamic Programming	A	**Correct!**<br><br>In this approach, the code first finds the highest bar's index by iterating over the array once. It then uses two pointers, one from the start and one from the end of the array, to compute the amount of water trapped.<br><br>We iterate from left to right for bars to the **left** of the maximum index, and from right to left for bars to the **right** of the max index.<br>At each iteration, we compute the max height of bars seen so far, and calculate the water trapped.<br>The amount of water trapped is the difference between the max height seen so far and the current height.<br><br>Time Complexity: **O(n)**, where n is the size of the input array, as it makes two passes over the array.<br>Memory Complexity:** O(1)**, as it uses only a constant amount of extra space to store the variables used.	**Too greedy!**<br><br>In the greedy approach, we find the highest bar in the array and calculate the amount of water trapped to its left and right separately.<br><br>This approach is suboptimal because it assumes that the highest bar is the only one that matters when computing the amount of trapped water. This is not necessarily true, as there can be lower bars that form a barrier to water flow and trap more water.<br><br>Time Complexity: O(n)<br>Space Complexity: O(1)	**Suboptimal**.  This requires additional space to maintain the stack, making it less memory efficient. Also, it assumes that the bars form a single basin, which is not necessarily true if there are multiple peaks in the elevation map.<br><br>Method:<br>1) We would iterate over every bar in the array, and maintain a stack of bars that can potentially form a basin.<br>2) When a bar is encountered that can form a basin with the previous bars, calculate the amount of water trapped and add it to the answer.<br><br>Time Complexity: O(n)<br>Space Complexity: O(n)	This approach is suboptimal because it requires additional space to store the precomputed maximum heights, making it less memory efficient.<br><br>Also, it takes longer to set up the precomputed values, which increases the constant factor in the time complexity.<br><br>The idea?<br>1) Precompute the maximum height of bars to the left and right of each bar.<br>)2) Calculate the amount of trapped water for each bar by taking the minimum of the maximum heights and subtracting the height of the bar.<br><br>Time Complexity: O(n)<br>Space Complexity: O(n)	Iterate over every bar in the array, calculating the amount of water trapped between each bar and its adjacent bars, and then add them up.<br><br>The time complexity is O(n^2), and the space complexity is O(1).	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Trapping%20Rain%20Water.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Trapping%20Rain%20Water.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Trapping%20Rain%20Water.java	https://youtu.be/qT4byErCbC0
Coding Interviews	Arrays: Ad-Hoc	Build Array From Permutation	https://leetcode.com/problems/build-array-from-permutation/	Given a **zero-based permutation** *nums* (**0-indexed**), build an array *ans* of the same length where *ans[i] = nums[nums[i]]* for each *0 <= i < nums.length* and return it.<br><br>A **zero-based permutation** *nums* is an array of **distinct** integers from *0* to *nums.length - 1* (**inclusive**).	O(n)	O(1)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(1)**	Linear Iteration + Swapping	Index Mapping	Hash Table	Sorting	B	This is not quite the right approach.<br><br>It would mean we iterate through the nums array and swap nums[i] and nums[nums[i]] until the array is fully sorted.<br><br>The weakness? This involves repeatedly swapping elements, which can be time-consuming and unnecessary. Additionally, it doesn't guarantee that the resulting array will be the correct answer.	**Correct!**<br><br>In this approach, for each index i, calculate the corresponding index *nums[i]*, and store *nums[i]* in the *i-th* position of the output array *ans*. This can be done by adding *nums[nums[i]] times n to the *i-th* position of nums, then dividing each element of nums by n to get the corresponding element of ans.<br><br>Time Complexity: **O(n)**, where n is the size of the input array.<br>Memory Complexity: **O(1)**, as the output array ans is not stored separately.	This less optimal approach uses a hash table to map each index i in nums to the value of *nums[nums[i]]*. Then, we'd iterate through the nums array and fill in ans[i] with the value mapped to by i in the hash table.<br><br>However, the hash table takes up extra memory space and adds overhead to the algorithm. Additionally, iterating through the nums array and looking up values in the hash table can be **slower than the optimal solution**.	This approach is **suboptimal** because it involves sorting the nums array, which can be time-consuming and unnecessary.<br><br>Additionally, it involves creating a new array, which takes up extra memory space.<br><br>That's the 'why?', here's the 'how?': sort the nums array and create a new empty array ans of length n. For each index i in nums, set ans[i] to nums[nums[i]]. Return the *ans*, but don't use this in your job interview!	Create a new empty array ans of length n. For each index i in nums, set ans[i] to nums[nums[i]], then return ans.<br><br>This approach is suboptimal because it involves creating a new array, which takes up extra memory space. Additionally, it involves iterating through the entire nums array twice, which can be slower than the optimal solution.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Build%20Array%20from%20Permutation.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Build%20Array%20from%20Permutation.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Build%20Array%20from%20Permutation.java	https://youtu.be/GhNvijOIP50
Coding Interviews	Arrays: Ad-Hoc	Next Permutation	https://leetcode.com/problems/next-permutation/	**Simplified problem statement**: find the next **lexicographically greater permutation** of an array of integers, or **arrange it in ascending order** if there is no such greater permutation.<br><br>For example, for *arr* = *[1,2,3]*, the following are all the permutations of *arr*, in lexicographical order: *[1,2,3]*, *[1,3,2]*, *[2, 1, 3]*, *[2, 3, 1]*, *[3,1,2]*, *[3,2,1]*.  The next permutation of *arr* = *[3,2,1]* is *[1,2,3]* because *[3,2,1]* does not have a lexicographical larger rearrangement.<br><br>The **next permutation** of an array of integers is the next lexicographically greater permutation of its integer.  If a lexicographically greater permutation is not possible, the array must be rearranged as the lowest possible order (i.e., sorted in ascending order).<br><br>Given an array of integers *nums*, find the **next permutation** of *nums*.  Perform this task **in place** using constant extra memory.	O(n)	O(1)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(1)**	Sort + Swap	Next Permutation Algorithm	Recursive Approach	Sort Without Swapping	B	**Incorrect!**<br><br>This approach sorts the array in descending order, which isn't necessarily the next permutation. Moreover, the approach fails to find the correct next permutation in cases where there are repeated elements in the array.	**Correct!**<br><br>The method works by:<br>1) Finding the rightmost index *i* such that *nums[i] < nums[i+1]*, indicating that a larger permutation is possible.<br>2) Finding the rightmost index *j* such that *nums[j] > nums[i]*, and swapping the two values.<br>3) Reversing the elements after *i* to produce the **next lexicographically greater** permutation.<br><br>Time Complexity: O(n), where n is the size of the input array.<br><br>Space Complexity: O(1), as the algorithm performs the swaps and reversals in place without using any extra memory.	A **very expensive** operation not required by the problem.<br><br>It also doesn't fulfill the requirement of the problem, which is to implement the algorithm **in place** and using only **constant extra memory**.	This approach is **incorrect** because it doesn't actually find the next lexicographically greater permutation of the array, but rather returns the lowest possible permutation.	Generate all the permutations of the given array, sort them in lexicographical order, and find the next permutation of the given array in the sorted order.<br><br>Unfortunately, generating **all** permutations takes factorial time, which is not efficient for larger arrays.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Next%20Permutation.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Next%20Permutation.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Next%20Permutation.java	https://youtu.be/ZzJeLN_bxYI
Coding Interviews	String	Valid Anagram	https://leetcode.com/problems/valid-anagram/	Given two strings *s* and *t*, return **true** if *t* is an **anagram** of *s*, and **false** otherwise.<br><br>An **anagram** is a word or phrase formed by rearranging the letters of a different word or phrase, typically using all the original letters exactly once.<br><br>For this instance, let's say we want to include unicode characters - NOT restricting ourselves to lowercase English letters, as in the common version of this problem.	O(n)	O(n)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(n)**	Sort Strings + Check	Count Arrays	Frequency Counting + Hash Tables	Hash Set	C	There are better approaches.<br><br>This particular approach requires sorting both strings, which takes O(n log(n)) time complexity in the worst case. Moreover, it does not use the concept of frequency, which means it may not work for certain cases.	**Poor** in terms of memory complexity!<br><br>The approach is simple: create two arrays of size 26 (one for s and one for t), representing the count of each letter in the strings - then check if the two arrays are equal.<br><br>Although this approach has the same time complexity as the Frequency Counter approach, it requires a fixed-size array of length 26, which means it can't handle strings with characters outside the range of 'a' to 'z'. Additionally, it uses more space than the Frequency Counter approach since the arrays are fixed-size, even if the input strings are small.	**Correct!**<br><br>In our Frequency Counter approach, a frequency table is constructed for each of the input strings, which counts the frequency of each character in the string. Then, the frequency tables of the two strings are compared to check whether they are anagram.<br><br>If the frequency tables match, then the strings are anagrams.<br><br>If any frequency does not match, the strings are not anagrams. If all frequencies match, the strings are anagrams.<br><br>Time Complexity: **O(n)**<br>Memory Complexity: **O(n)**	**Not quite!**<br><br>Here, we'd create a hash set for s and remove each character in t from the set. If the set is empty, s and t are anagrams.<br><br>Although this approach can determine if two strings are anagrams, it requires extra space to store the hash set. It also has a higher time complexity of O(n log(n)) compared to the Frequency Counter approach.<br><br>Additionally, the hash set approach cannot handle cases where a character appears multiple times in either string, while the Frequency Counter approach can handle these cases.	For each character in s, check if it exists in t. If found, remove it from t. At the end, if t is empty, s and t are anagrams.<br><br>This approach has a time complexity of O(n^2), since it involves nested loops, and can be very slow for larger inputs.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Valid%20Anagram.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Valid%20Anagram.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Valid%20Anagram.java	https://youtu.be/wlMoORQcPrk
Coding Interviews	String	Is Subsequence	https://leetcode.com/problems/is-subsequence/	Given two strings *s* and *t*, return **true** if *s* is a subsequence of *t*, or **false** otherwise.<br><br>A **subsequence** of a string is a new string that is formed from the original string by deleting some (can be none) of the characters without disturbing the relative positions of the remaining characters. (i.e., *ace* is a subsequence of *abcde* while *aec* is not).	O(n)	O(1)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(1)**	Dynamic Programming	Sorting + Binary Search	Simple Linear Search	Two Pointers	D	**Very inefficient.**<br><br>The method? Construct a matrix dp of size (m+1)x(n+1), where m and n are the lengths of s and t, respectively. Initialize the first row and column with zeros. Then, for each i and j, if s[i-1]==t[j-1], set dp[i][j] = dp[i-1][j-1] + 1, otherwise set dp[i][j] = max(dp[i-1][j], dp[i][j-1]). If dp[m][n] == m, return true, otherwise return false.<br><br>This approach has a time complexity of O(mn), and it requires constructing a matrix of size O(mn), which may be memory-intensive. Moreover, this approach may not be optimal for very large inputs.	**Suboptimal.**<br><br>While this approach has a time complexity of O(n log(n)), where n is the length of the longer string t, it requires sorting both strings, which has a time complexity of O(n log(n)) as well. Moreover, this approach doesn't preserve the order of characters in the original string, which violates the requirement that the relative order of characters in s must be preserved in t for s to be considered a subsequence of t.	**Not ideal!**<br><br>The idea is to iterate over each character in s and search for it in t. If found, remove it from t and continue. If all characters in s are found, return true, otherwise return false.<br><br>This approach has a time complexity of O(n^2), where n is the length of the longer string t, because a linear search is performed for each character in s. Additionally, this approach modifies the input string t, which is not allowed in the problem statement.	**Correct!**<br><br>We use two pointers to traverse both strings. The first pointer (ptr1) is used to traverse the shorter string s, while the second pointer (ptr2) is used to traverse the longer string t. At each step, compare the characters pointed to by ptr1 and ptr2. If equal, ptr1 and ptr2 are incremented, and the count of matching characters is incremented. Otherwise, only ptr2 is incremented. The algorithm continues until ptr1 reaches the end of s, or ptr2 reaches the end of t.<br><br>Time Complexity: O(n), where n is the length of the longer string t, since each character in t is only visited once.<br>Space Complexity: O(1), as the only extra space used is for the pointers and the count variable.<br><br>Note that this approach assumes that the characters in both strings are in the same order as they appear in the original string, i.e., the relative order of characters in the shorter string s should be preserved in the longer string t for s to be considered a subsequence of t.	Our brute-force involves generating all possible subsequences of t and check if any of them match s.<br><br>This approach has an exponential time complexity of O(2^n), where n is the length of t, since there are 2^n possible subsequences of t.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Is%20Subsequence.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Is%20Subsequence.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Is%20Subsequence.java	https://youtu.be/rpc1nlhakEM
Coding Interviews	String	Isomorphic Strings	https://leetcode.com/problems/isomorphic-strings/	Given two strings *s* and *t*, **determine if they are isomorphic**.<br><br>Two strings *s* and *t* are isomorphic if the characters in *s* can be replaced to get *t*.<br><br>All occurrences of a character must be replaced with another character while preserving the order of characters. No two characters may map to the same character, but a character may map to itself.	O(n)	O(n)	We're expecting an optimized solution of:<br>Time Complexity: **O(n)**<br>Memory Complexity: **O(n)**	Canonical Mapping	Two Pointers	Sorting	Two Hash Tables	A	**Correct!**<br><br>The method first creates a **canonical mapping** of each character in the string, where each unique character is assigned a unique integer. Then, it compares the canonical mapping of both strings to check if they are equal. If the two strings have the same set of characters, they will have the same canonical mapping, and thus be isomorphic.<br><br>Time Complexity: **O(n)**, where n is the length of the strings, as it iterates over the strings twice, and the unordered_map operations are constant time on average.<br><br>Space Complexity: **O(n)**	This is called the **naïve approach** for a reason!<br><br>Naive Two Pointer is suboptimal because it requires O(n^2) time complexity in the worst case, where n is the length of the input strings.<br><br>This approach involves using two pointers to traverse s and t simultaneously. At each step, the algorithm checks if the current character in s is replaced by the current character in t.	**Suboptimal** due to the sorting operation!<br><br>This approach involves sorting the characters in s and t and then checking if the sorted strings are equal. If they are, the strings are isomorphic.	**Poor space complexity.**<br><br>We create two maps, one to store mappings from s to t, and another to store mappings from t to s. Iterate through each character in s and t, and update both maps accordingly. If either map already has an existing mapping for a character, and the mapping is not the same as the current one, return false. Otherwise, return true.<br><br>This approach does not handle the case where multiple characters in s or t map to the same character in the other string.	Check each pair of strings in both s and t to see if they are isomorphic or not.<br><br>To do this, one can compare each character of s to the corresponding character of t and create a mapping of each character in s to the corresponding character in t. Then, for each character in s, check if it maps to the same character in t as it did before. If all characters in s and t are checked and the mappings are the same, then the strings are isomorphic.<br><br>Highly inefficient as a solution!	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Isomorphic%20Strings.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Isomorphic%20Strings.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Isomorphic%20Strings.java	https://youtu.be/40pSo2iKBa8
Coding Interviews	String	Verifying an Alien Dictionary	https://leetcode.com/problems/verifying-an-alien-dictionary/	In an alien language, surprisingly, they also use English lowercase letters, but possibly in a different *order*. The *order* of the alphabet is some permutation of lowercase letters.<br><br>Given a sequence of *words* written in the alien language, and the *order* of the alphabet, return **true** if and only if the given *words* are sorted lexicographically in this alien language.	O(nm)	O(k)	We're expecting an optimized solution of:<br>Time Complexity: **O(nm)**<br>Memory Complexity: **O(k)**<br><br>This is really suboptimal for this problem. By far the best is actually to compare adjacent words.<br><br>Let's say the interviewer demands an alternative approach (even if suboptimal). Which is best?	Floyd-Warshall	Create New Strings For Each Word	Hash Table + Order-Based Comparison	Simple Comparison	C	If you selected this, it might be time to learn about the **Floyd-Warshall algorithm**, which is used as a **shortest-paths algorithm**.	This is not a great approach, even compared to the suboptimal 'best of the rest' answer.<br><br>Creating new strings for each word with the corresponding order values and then comparing those strings may not work because it ignores the order of the letters in the words.	**Correct!**<br><br>Our rather imperfect method first creates an hash table to store the order of the alphabet. It then defines a helper function to compare two words based on the order of the characters, and uses this function to compare adjacent words in the input vector to check if they are in the correct order.<br><br>The time complexity of the solution is **O(nm)**, where n is the length of the input vector and m is the maximum length of a word in the vector. The space complexity is**O(k)**, where k is the size of the hash table used to store the order of the alphabet.	Nested loops are rarely the answer<br><br> This approach is suboptimal because it takes O(n^2) time to compare all words with each other, which is much slower than the optimal solution.	Compare each pair of adjacent words in the input list to determine if they are sorted correctly according to the given order of the alphabet.<br><br>First, construct a mapping between each letter in the alphabet and its corresponding position in the given order. Then, iterate through each pair of adjacent words in the input list and compare them character by character. If we find a pair of characters that differ, we would compare their positions in the alphabet using the mapping we constructed earlier.<br><br>If the characters in the first word have a higher position in the alphabet than the characters in the second word, then the words are not sorted correctly, and we can return false immediately. If we have iterated through all pairs of words without finding any that are not sorted correctly, then we can return true.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Verifying%20an%20Alien%20Dictionary.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Verifying%20an%20Alien%20Dictionary.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Verifying%20an%20Alien%20Dictionary.java	https://youtu.be/3unESOkhaf8
Coding Interviews	String	Group Shifted Strings	https://leetcode.com/problems/group-shifted-strings/	We can shift a string by shifting each of its letters to its successive letter.<br>For example, *abc* can be shifted to be *bcd*.<br><br>We can keep shifting the string to form a sequence.<br>For example, we can keep shifting *abc* to form the sequence: *abc -> bcd -> ... -> xyz*.<br><br>Given an array of strings *strings*, group all *strings[i]* that belong to the same shifting sequence. You may return the answer in **any order**.	O(nm)	O(nm)	We're expecting an optimized solution of:<br>Time Complexity: **O(nm)**<br>Memory Complexity: **O(nm)**	Trie-based Grouping	Simple Brute-Force Comparison	Canoncialization + Hash Table	Simpson's Sort	C	Trie? **Try again!**<br><br>In this approach, the student might use a *trie* data structure to group together words that have the same set of characters. They could traverse the trie for each word and add it to the appropriate group.<br>This approach would have a time complexity of *O(nm^2)* and space complexity of *O(nm)*.	**Ouch!**  This would have a time complexity of **O(n^2 m)**, where n is the number of words and m is the maximum length of a word, and a space complexity of O(1).<br><br>Not recommended!	**Correct!**<br><br>The idea is:<br>1) Convert all the strings to their **canonical form** using a simple shifting technique based on the first letter of the string.<br>2) Use a hash table to group together all the strings that have the same canonical form.<br>3) Extract the second part of the hash table, which contains the grouped strings, and return it as a 2D vector.<br><br>Time Complexity: **O(nm)**, where *n* is the number of strings and *m* is the length of the longest string, as we need to iterate over all the strings and perform a single pass over each string to convert it to its canonical form.<br>Space Complexity: **O(nm)**, as we need to store the hash table and the canonical form of each string.	**D'oh!**  Simpson, eh? His sort wouldn't be very useful for this problem...	Iterate through each string in the array, and then iterate through all other strings to check if they belong to the same shifting sequence. This can be done by shifting each character in the string by the same amount and checking if the resulting string exists in the array.<br><br>If a matching string is found, the two strings belong to the same shifting sequence and can be grouped together.<br><br>This process is repeated for all strings in the array to find all the shifting sequences.<br><br>Time Complexity: O(k n^2), where n is the length of the array and k is the length of the longest string.<br>Space Complexity: O(n) to store the resulting groups of strings.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Group%20Shifted%20Strings.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Group%20Shifted%20Strings.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Group%20Shifted%20Strings.java	https://youtu.be/caPHsChN0NQ
Coding Interviews	String	Number of Matching Subsequences	https://leetcode.com/problems/number-of-matching-subsequences/	Given a string *s* and an array of strings *words*, return the number of *words[i]* that is a subsequence of *s*.<br><br>A **subsequence** of a string is a new string generated from the original string with some characters (can be none) deleted without changing the relative order of the remaining characters.<br><br>For example, *ace* is a subsequence of *abcde*.	O(mn)	O(m+n)	We're expecting an optimized solution of:<br>Time Complexity: **O(nm)**<br>Memory Complexity: **O(n+m)**<br>*n* being the length of the string, *m* being the number of words in the given vector<br><br>N.B. there are a few *better* answers in terms of efficiency, such as using a trie.	Character Indexing + Map + Vector	Regex	Greedy Algorithm	Sorting + Binary Search	A	**Correct!**<br><br>Our suggested solution uses an hash table to store the indices of the words starting with each character in the string s.<br><br>Time Complexity: **O(nm)**, where n is the length of the string s and m is the total length of all the words in the vector words.  However, in practice, the time complexity is expected to be lower, especially when there are many distinct characters in the string s compared to the number of words in the vector words.<br>Space Complexity: **O(n+m)**	**Irregular!**<br><br>One could use regular expressions to find the matching subsequences of the given string s in the vector words. While regular expressions can be useful for pattern matching, they can be slow and memory-intensive for large inputs.	**Too greedy!**<br><br>This would involve using some kind of greedy algorithm to find the matching subsequences of the given string s in the vector words. This approach involves selecting the longest matching subsequence at each step, which may not always lead to the optimal solution.<br><br>This approach may work well for some inputs but can fail for others.	**Not really viable here.**<br><br>This approach involves sorting the vector words and using binary search to find the subsequences in the sorted vector. The time complexity of this approach would be *O(m log(m) + n log(n))*, where n is the length of the string s and m is the total length of all the words in the vector words.<br><br>However, binary search can only find exact matches, so this approach may not work if the words in the vector words are not exact subsequences of the given string.	Iterate through each word in the array of words and check if it is a subsequence of the given string s. To check if a word is a subsequence of s, we can iterate through each character of the word and check if it exists in s, maintaining the order of characters. We can keep a count of the number of words that are subsequences of s and return the count at the end.<br><br>The time complexity of this approach is O(nm*max((len(word))), where n is the length of the array of words and m is the length of the given string s.	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPackSolutionsCPP/Number%20of%20Matching%20Subsequences.cpp	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsPythonSolutions/Number%20of%20Matching%20Subsequences.py	https://raw.githubusercontent.com/rabogan/tentativeSolutions/main/CodingInterviewsJavaSolutions/Number%20of%20Matching%20Subsequences.java	https://youtu.be/Sj7gBwpPiYM
